year,species_code,comp_type,length,ae,ae_al,al,base
2003,21720,total,570,5.245760039473574,4.560813612706893,4.12017120766683,6.558752326992218
2003,21720,total,580,5.03658242753498,4.286202899402458,3.566653207561884,6.58342277253976
2003,21720,total,590,4.077346959492246,4.0369457226482925,5.054361510208893,8.633753901303452
2003,21720,total,600,1.587264646404349,1.5308222456735636,3.569576999217718,5.402644672861282
2003,21720,total,610,4.289730365603441,4.968751557930448,4.825959688977953,7.279084735440351
2003,21720,total,620,4.113279482211727,3.8576995468068946,2.2634887923746305,3.238486769823046
2003,21720,total,630,5.639281153130904,5.080289639263553,4.049981115693259,6.640793089549868
2003,21720,total,640,7.046626013699917,7.413797739419237,4.399232533284598,7.265654327143671
2003,21720,total,650,3.1460991265728633,3.323027700500272,2.8484878281063213,5.078029169754055
2003,21720,total,660,3.2730076456961963,2.701977448234439,2.6348837043530553,4.779799402140104
2003,21720,total,670,6.702945983146399,5.038273821175662,5.003149071432669,7.84216334771947
2003,21720,total,680,4.529373998394748,3.7380473613339373,3.0323856851916284,4.8277894947952245
2003,21720,total,690,3.161941104725442,3.10096482689673,1.8467761461568335,2.9348627908617533
2003,21720,total,700,7.014938005994607,5.884565049165948,3.3857863152671097,5.79120313948713
2003,21720,total,710,4.56352754239603,3.021216008343194,1.43497128000136,2.5953362211054865
2003,21720,total,720,4.6221654529993215,4.5962712054500745,2.7699753500479454,4.136812763472059
2003,21720,total,730,3.2337503930728406,2.451508967532391,1.693892152123319,2.835671586501343
2003,21720,total,740,4.88178578332354,3.3078538614931348,3.5258102612721745,5.531349852189354
2003,21720,total,750,3.9611696445675677,3.4098523749416985,2.4864961203013523,4.2034661444753105
2003,21720,total,760,2.0618632109190065,2.143063121806615,2.206801694988904,3.612385639086046
2003,21720,total,770,3.2185311114308974,2.7921030124857213,1.855630877478615,2.301660366951914
2003,21720,total,780,2.4658018261145953,1.970154971225557,1.1258933254970256,1.4825539310863873
2003,21720,total,790,1.436511061657442,1.420310615634858,1.7124658594178837,2.1882133671098125
2003,21720,total,800,1.7424134138116034,1.2841586557682092,1.2822141129805078,2.919269962668712
2003,21720,total,810,1.753106670575288,1.6590924854334448,1.6855537302426542,2.271748985552852
2003,21720,total,820,3.0477284194844856,2.70507373301639,1.7451358462690885,2.341759925872513
2003,21720,total,840,1.700320540151796,1.5455759935895212,1.420742675751912,1.8115332907421882
2003,21720,total,850,1.5651456191901632,1.8887983705122893,1.2284438044726806,1.4060392419899932
2003,21720,total,870,2.0535030230238704,2.5223522801795326,1.1864147223245822,1.2350405641731026
2003,21720,total,880,2.069272408260115,2.5253263483415473,1.2248621852642345,1.2812863333432158
2003,21720,total,900,2.444782933518288,2.6543798396090916,1.2953919951535744,1.4484020717391448
2003,21720,total,910,1.799473925604431,2.1813612358140952,0.7124882970493158,0.9638715144945853
2005,21720,total,220,2.090603986379868,1.743421219241332,1.38778684705142,1.6131856721827482
2005,21720,total,230,2.008484193858194,1.840907852123791,1.4777807848335593,1.7330024021519492
2005,21720,total,240,1.6860386253230035,1.5159845970016406,1.6389179692902613,2.0853642759350897
2005,21720,total,250,2.1726409765181436,2.006326617017893,1.5783841832443153,2.0496311914351497
2005,21720,total,280,1.7549603142896408,1.8756591960134434,2.1881626931418157,2.6780728236744635
2005,21720,total,300,1.6491807582379308,1.6410967295568744,1.6281926384216652,1.6832227610600738
2005,21720,total,320,2.2856435287309136,1.5619689227731108,2.983853486287073,4.497103386883604
2005,21720,total,330,4.421341072925514,3.75887259211104,2.355761353744097,3.271016426891159
2005,21720,total,340,3.7695536908640435,3.562903195844754,2.2811769791915113,2.514222623060433
2005,21720,total,350,4.442210950622457,3.849696376615152,2.3191728613802862,2.9454086224447993
2005,21720,total,360,3.3305322313846615,3.0919602562644206,2.8965201442326998,4.450795765035612
2005,21720,total,370,1.7896185997971736,1.5460275376209522,3.6608834817356484,4.518336772701553
2005,21720,total,380,4.572925339573528,4.012325469537059,3.172565158868729,4.128731470988858
2005,21720,total,390,2.691613803628055,2.5221826534237253,3.3413934004289185,4.956729511375238
2005,21720,total,400,1.3074750717869137,1.2350038155473135,2.9028601414417277,4.1381202635578
2005,21720,total,410,1.5699020623053601,1.561324727829574,3.101608427215132,4.5957016635611705
2005,21720,total,420,6.15233461754375,5.173925393173963,3.327240644102746,5.212935718334812
2005,21720,total,430,6.105368795775204,4.6610766151441725,2.728424169254554,4.528393413157325
2005,21720,total,440,5.357712314216779,4.90132425589668,2.7609801114704893,4.057666241922558
2005,21720,total,450,6.077214442207827,4.944888797209525,2.7996809044193585,4.310345546294629
2005,21720,total,460,6.262765971122863,4.996912125762388,2.6568812143055354,4.194884176193825
2005,21720,total,470,6.190806665336177,5.418250065235952,3.177296746339424,4.630130614772847
2005,21720,total,480,4.945448595859367,4.3495137770195536,3.01821432537365,4.078739286756695
2005,21720,total,490,2.4605698207364384,2.1135265560089804,2.7029578400848275,4.4128450048228505
2005,21720,total,500,2.062023062866127,2.364774722094686,4.119452844845463,6.135652152913539
2005,21720,total,510,7.544301094082851,5.93286859289005,3.281810068743159,5.968688347014353
2005,21720,total,520,0.8931351791554103,0.8884570945885695,4.767925132576821,7.182345907695625
2005,21720,total,530,5.13435729904112,4.181715452122526,3.4075053624704426,5.9711985575378845
2005,21720,total,540,5.7896754195241105,4.150540007604752,2.8540874805703575,4.466705601246269
2005,21720,total,550,1.9323103378925652,1.9091892842750595,2.666353884012567,3.8277390233207447
2005,21720,total,560,4.962917385509746,4.733044430727418,3.0200639001437235,4.480937114024748
2005,21720,total,570,4.627320422980563,4.453077140248715,3.2280213130953714,5.5796568167187885
2005,21720,total,580,4.082426040983737,2.8126046678735044,2.9851570824775937,5.989554552541605
2005,21720,total,590,2.205337301742446,2.287493126983446,3.424553931949697,5.153799941669382
2005,21720,total,600,3.658923447351881,3.489306162389022,3.6735581399119965,5.396284007241129
2005,21720,total,610,3.347467208281573,3.2081900221208803,4.477452505653239,6.507491813918289
2005,21720,total,620,2.8760580410237977,2.662489081396691,2.021806573362768,2.59077074232349
2005,21720,total,630,3.2412618777699422,2.753199984949314,3.359831594696342,5.708103430924305
2005,21720,total,640,4.893472251880745,3.0917291993299942,1.4562614162906586,2.4527779064909603
2005,21720,total,650,1.0320842392579919,1.0720035297376704,3.7814893282092155,5.157960879120247
2005,21720,total,660,6.067672569335675,4.2496765207006115,1.8966425335460397,3.653898749839848
2005,21720,total,670,1.654619245233545,1.5306844698159392,3.536636212109089,6.109453950021818
2005,21720,total,680,3.4216561646586223,3.1337978835996227,2.1959219819285476,3.251587262170526
2005,21720,total,690,6.102142164770311,4.992120767824142,2.5278984714108375,3.490751881576582
2005,21720,total,700,3.9629819326337223,3.7905454946773216,1.5926801608814534,2.328772503310753
2005,21720,total,710,2.49133712532425,1.7286846778279739,1.4974273181151345,3.250909987078972
2005,21720,total,720,1.2255708280365833,1.1627194007496895,2.500316304832736,3.4337848181324464
2005,21720,total,730,2.4492177998602376,2.0562636240113332,0.9915310266673779,1.627010852109552
2005,21720,total,750,1.9115168748372122,2.195825811839949,1.1534051239216654,1.1906318589444618
2005,21720,total,760,1.5502718862867042,1.6029188044030052,0.8586741243597515,1.046700663241015
2005,21720,total,770,1.9801111321023264,2.3076472849562473,1.1451962380202547,1.2690422781367354
2005,21720,total,780,2.32753312803478,2.2924385247531016,0.984798993637822,1.4150005862240005
2005,21720,total,790,1.9192761289954055,1.8858735148292722,1.4052995687469116,1.5763203867473496
2005,21720,total,900,2.0819455385520604,2.7791224691120506,0.9485922721550446,1.0805741990994606
2007,21720,total,260,2.8236449789557936,2.227495852050768,2.203688865079237,2.8219976580712403
2007,21720,total,280,2.458945334640653,2.1791472764974804,1.6318857985696,1.9686294061343936
2007,21720,total,350,2.0933366423148887,1.900528731175312,1.7026587384846208,2.5047930033203656
2007,21720,total,360,1.8832812973039674,1.7020991304817379,1.4552453277147634,1.646401773252916
2007,21720,total,370,3.849054634257616,3.0412889660917912,2.10472853576151,3.1872238156299932
2007,21720,total,380,3.5903798345688354,3.0207946001549226,2.4405886485667136,3.379621538715171
2007,21720,total,390,4.349142584503205,3.586503022590658,2.2508378999458616,2.9772465316936305
2007,21720,total,400,3.2254458853691346,2.6893358763982724,2.075646169534263,2.7360501878250294
2007,21720,total,410,1.423424281157896,1.3388552540097323,2.199276166835606,2.985553204390456
2007,21720,total,420,1.0576296001840053,1.0894537940506224,3.764006776940552,5.457187866545446
2007,21720,total,430,3.7832048199528217,3.610222350698842,2.1944916265086425,2.760301130826053
2007,21720,total,450,1.4707741898260307,1.3680520363452546,3.049872086112967,4.350082433112143
2007,21720,total,460,1.8479782376800749,1.6670633840531706,2.4278422287989168,3.2883460012936436
2007,21720,total,480,1.447992190823091,1.236904552579126,2.1470573795791545,3.0501122242359053
2007,21720,total,500,4.779489166465506,4.275059462933449,2.638093782463866,3.400467833381069
2007,21720,total,510,5.164013591425013,3.617466385306521,2.445144655809875,4.433789194276197
2007,21720,total,520,4.33748357002704,4.071028534700112,2.0460228932186797,2.713325642757531
2007,21720,total,530,2.631457442123858,2.3017552921487496,1.5682000934920755,2.379872696287442
2007,21720,total,540,4.050131083963083,2.695651547206496,1.5121364784129436,2.306145602444287
2007,21720,total,550,2.4093930705484037,2.283288302353854,2.9552584523088967,4.533986511454241
2007,21720,total,560,2.9997405340541263,2.6452063763152447,2.500069701040091,4.156516886425694
2007,21720,total,570,4.305978566897495,2.9016826750831837,1.8365514344662144,2.8232669126400665
2007,21720,total,580,3.815511204299511,3.5339291096005723,2.912841126740815,4.1384854391616805
2007,21720,total,590,5.422386238041638,3.8095288095521567,2.6879581692488865,3.7539497460431477
2007,21720,total,600,4.351315462081633,3.7583604125250667,1.9687745154014182,3.234990419845819
2007,21720,total,610,5.702308731683074,4.4683491289334105,2.8747853217854678,5.084093873213635
2007,21720,total,620,10.225666380599582,7.132173199383633,3.4551958322860816,6.468619813455762
2007,21720,total,630,7.125738511086171,5.153084561817991,2.419828153586839,4.316359135726669
2007,21720,total,640,4.7778084425422245,3.1895760278778162,2.773963608079046,5.442197732880572
2007,21720,total,650,4.3532349111003565,2.9655672436977527,1.3880351807589126,2.663963502424283
2007,21720,total,660,4.578336624434161,3.063175701407358,1.5284412073656282,2.349125851715045
2007,21720,total,670,2.9212808584931103,2.431226415555249,1.4887518058969436,2.385046724058892
2007,21720,total,680,1.7694473424935149,1.47705774979726,0.93006465699808,1.2622437268644242
2007,21720,total,690,3.4217923641470187,2.8051964524393873,1.4800309797657105,2.534719111753043
2007,21720,total,700,4.230041915632161,3.366118920411265,2.156471707461508,3.8756328402015554
2007,21720,total,710,1.979527430817682,1.6787086881615125,0.9892585841962028,1.251511423460828
2007,21720,total,720,2.645104460696397,1.8601075019719033,1.6270652158143164,2.9255176920106507
2007,21720,total,730,1.6021028283888663,1.3290780833991627,0.6064467392825902,0.9089755284879509
2007,21720,total,760,3.6004851891888174,3.6175805614830785,1.8870119068434672,2.273340051248286
2007,21720,total,770,2.6151321445763105,2.1463449882311796,0.9241720295353313,1.4114922089809847
2007,21720,total,780,2.110622916602284,2.1139454344279027,1.1985844805575465,1.2626363296950205
2007,21720,total,810,2.0234690752364908,2.1317890099647387,1.2834130478931682,1.3913907811757675
2007,21720,total,840,1.8227827715155618,2.215066864300795,1.225254803187065,1.2799494964984608
2009,21720,total,230,2.551054130758721,2.004049215257162,1.681353237690252,2.1558257858446703
2009,21720,total,250,2.4310087826074844,1.842283367702167,1.2809564826703956,1.9251278607271503
2009,21720,total,260,1.4874221084282322,1.3655000908423733,1.4068509235828461,1.6044899515720847
2009,21720,total,270,1.8570819451687257,1.3726561570627314,1.450275419309614,2.1944739191897034
2009,21720,total,320,1.648224816165173,1.8267082607220697,2.2072544671438363,2.7204976576807978
2009,21720,total,350,4.131605725591602,3.654841684542287,2.096900606361536,2.83056456660638
2009,21720,total,360,3.202996489608831,3.002616223696024,2.4908368242911085,3.457422977902677
2009,21720,total,370,3.3674334252362765,2.559025338146273,2.160828020347758,3.019850669868855
2009,21720,total,380,4.307910334647546,3.734398521706754,3.7137550443589915,5.1466152471366655
2009,21720,total,390,1.4106671354135245,1.3124058842166457,2.296136238150619,3.5325768370684667
2009,21720,total,420,1.4247986351118047,1.3095554848488093,2.338445243227986,3.245645596620753
2009,21720,total,430,4.838787475270185,4.718903825640135,3.304154711707763,5.376250003364728
2009,21720,total,440,1.7160947355720957,1.5222071230762098,3.2817488955727527,5.194006623091938
2009,21720,total,460,2.729617240175156,2.525931971153942,3.423729621522654,4.345985286451589
2009,21720,total,470,2.980530560597774,2.6325941837203524,2.9358629171616455,4.082288521658634
2009,21720,total,480,1.4057484614019942,1.141895490258872,2.0729853035977417,3.2234704177326985
2009,21720,total,490,4.804433474064437,4.187308698572643,2.227835204300163,3.1296240160793376
2009,21720,total,500,4.143073883014218,3.713387494136865,2.3253593640513146,3.002544450236784
2009,21720,total,510,4.589942735186048,4.095831786394087,2.558373798961033,3.6205236151474387
2009,21720,total,520,3.550598351060432,3.6527535222785628,1.6908477265607558,2.3638936598528493
2009,21720,total,530,5.025464996042241,4.489455246420203,3.411437579527036,4.9723568056606755
2009,21720,total,540,2.380315926366228,2.217885636787952,4.008052386633849,5.552924869695396
2009,21720,total,550,2.541281658969884,2.47491700080237,3.3445929823052385,4.728122471485694
2009,21720,total,560,3.762991943150865,3.52750194965923,3.4329543661287656,5.45488456925631
2009,21720,total,570,2.0505277932247483,1.7468479667717562,2.1663498695333536,3.4758477047484098
2009,21720,total,580,5.486378433371254,3.6885361146918756,2.017295537497973,3.26109636282452
2009,21720,total,590,6.381621445262994,5.665459729992046,3.4672687247791054,5.293162694623075
2009,21720,total,600,3.624695579056805,3.5344452825371495,3.215303759278407,4.969359338909189
2009,21720,total,610,1.8791986824765208,1.725259310287591,2.012626043326059,3.1331243488315166
2009,21720,total,620,7.664985605633358,6.061151701298193,3.3996507951416737,5.344648885054314
2009,21720,total,630,6.834922543922497,4.932400901170848,2.8629182067776138,5.602943078090526
2009,21720,total,640,8.400211137733223,7.175916876487535,3.781048262824322,6.253615904602295
2009,21720,total,650,10.157141572872016,8.215971577287132,4.0842002059483296,6.896388256036527
2009,21720,total,660,3.1500652979358423,3.1337857072551585,2.4114386591978985,4.318177792135935
2009,21720,total,670,6.215265718918434,4.825900307595529,2.705892045845876,4.77448036256599
2009,21720,total,680,4.50871236632365,3.497683441434629,2.1884657705866735,4.00170598235992
2009,21720,total,690,4.135633851381958,3.2470544969118142,1.4005588698295852,2.4680733951202907
2009,21720,total,700,3.6332406757303404,3.269194555140657,1.876859948387948,2.7125685666151607
2009,21720,total,710,4.116535879179457,3.9717273208072523,3.936980920132848,6.233821322854757
2009,21720,total,720,2.751498949311946,2.5455974018535246,2.030401070404621,2.5705381813272687
2009,21720,total,730,2.710573730112009,2.1063952512504533,0.9643128278701562,1.3059203148763678
2009,21720,total,740,3.4560022247450735,3.0117407818334097,1.5916622204744042,3.0385095995144824
2009,21720,total,750,2.033902038155436,2.0287695839482067,1.2606558162598065,1.7908755427547678
2009,21720,total,760,4.734994493364367,2.8359769351831035,1.5840132117657357,3.099333025239969
2009,21720,total,770,3.9955025350334057,3.242429779662551,1.8956201568276423,2.956511582845057
2009,21720,total,800,1.8657706683960202,1.8706686793801968,1.1679409484478995,1.418550295460581
2009,21720,total,810,1.7594057590037624,1.6755944184134803,0.7237917906928452,0.9932447226834965
2009,21720,total,820,1.4520183637696562,1.4365903187266362,0.9935981850173737,1.3760793055998914
2009,21720,total,830,1.4670506362678102,1.7750035663982633,0.8367177789341896,1.0001027274959045
2009,21720,total,840,2.338168321587285,2.2936533904248244,1.4680811394575934,1.6906768536518655
2011,21720,total,250,3.1472690200616253,2.4502880877942874,2.0367264536369096,2.7632860274101403
2011,21720,total,270,1.361013928876607,1.3599311242037313,1.16682568460551,1.2166987694487967
2011,21720,total,330,1.63840907584683,1.4961367434521917,3.0091239827843785,4.432785390077411
2011,21720,total,340,3.529916381485214,3.0487295813429527,3.358782274052528,5.212771751669415
2011,21720,total,350,3.3666900433674583,2.950450284291643,3.9888536051016663,5.977124010556026
2011,21720,total,360,5.169255423936848,4.5367476924519385,3.18798842125084,4.239423601916471
2011,21720,total,370,8.97629116732242,7.336292173473513,5.154648250437796,7.820303236657276
2011,21720,total,380,5.590201692026345,4.481495346317928,3.5515933851059542,5.280209405320448
2011,21720,total,390,4.625900275551961,4.16160606136908,5.726733641913564,7.725501427144178
2011,21720,total,400,6.042835567794869,5.509561724521281,5.3086577796773184,8.565972421170427
2011,21720,total,410,3.3295211879369466,3.1441041162400873,5.281503874920847,7.959259926041863
2011,21720,total,420,5.199583329937653,3.6632702741263348,3.5057116262033916,6.7350561025704785
2011,21720,total,430,0.9850550379048661,0.970966140545819,6.577242778290252,8.954648594063269
2011,21720,total,440,1.0756446285940806,0.974506410199428,3.4937985695616636,5.74744082499977
2011,21720,total,460,6.633409864729123,6.011055331432581,4.835634008500283,6.823012763343895
2011,21720,total,470,7.5950480771013,6.784786261829965,4.690465578957207,7.827344980680068
2011,21720,total,480,6.649992533041068,6.187439698019264,6.09493811155191,9.09037706899181
2011,21720,total,490,3.67558198782658,3.202556236946837,5.286080755229421,8.212132742010706
2011,21720,total,500,8.585154057915304,8.332273277039414,5.570388999475645,8.247291337580393
2011,21720,total,510,9.128414123675444,7.59048420205786,6.545745274595819,9.675930491109277
2011,21720,total,520,8.048945832037662,7.1337818814535465,5.3195778289958175,8.74387907130097
2011,21720,total,530,5.0121977786454694,4.416173363175601,5.3069987856691245,8.715867874051476
2011,21720,total,540,2.3416865218536005,2.1028106322843936,4.731108251338954,6.88084701302714
2011,21720,total,550,9.6713474317176,7.556854590719551,5.7897640151154395,9.051845246566854
2011,21720,total,560,5.506355509658451,5.052964429045367,6.302697208337573,10.566935554874494
2011,21720,total,570,0.5481778388582649,0.5405156266822817,5.930333329818455,8.759662465899156
2011,21720,total,580,7.211333799797127,5.257481572415049,4.005270698441827,8.994980178369099
2011,21720,total,590,8.559852665208236,7.942549166117335,5.394194927740657,8.546793607453067
2011,21720,total,600,8.257219228639837,7.856298892849837,5.614558308351958,9.125069813403472
2011,21720,total,610,12.331074274987733,9.896881750912309,6.508520004636535,10.5021546945448
2011,21720,total,620,6.780869723104317,6.630046218097368,5.03326443424646,7.479725060327102
2011,21720,total,630,4.891217883024596,4.633004175391769,6.4209427013924625,10.36558106952253
2011,21720,total,640,3.6481086017466073,3.545633371463995,5.885695434691809,8.821125211828766
2011,21720,total,650,4.319742503677715,3.7219959580991286,5.832039430186685,9.21916511597325
2011,21720,total,660,7.611821088255419,6.5771540895201435,6.582535878506369,10.196016937724352
2011,21720,total,670,4.159835447893772,4.019597842115494,6.001819441721082,9.526075984577675
2011,21720,total,680,4.21354195939906,3.754668099831245,4.646800651799434,8.227935766337444
2011,21720,total,690,7.293210676610435,5.443379242382808,4.998644156799285,8.327261981953663
2011,21720,total,700,6.55502877075608,6.259788954794795,3.4473823915470985,5.1662202010609635
2011,21720,total,710,6.955221401209285,5.587147035345778,3.317916055105389,5.574198036813965
2011,21720,total,720,6.302986406912937,5.643380366059922,2.794707041617633,4.548674192213614
2011,21720,total,730,2.7400428438449214,2.626431481040312,3.13683640683907,5.006606348541017
2011,21720,total,740,2.5332787382794613,2.516793709702901,2.031977193008778,2.708539989609971
2011,21720,total,750,4.337063556736718,3.596538264655905,2.1663453172371883,4.150847849355116
2011,21720,total,760,3.7123611797980947,3.64596856206997,2.544813311694351,3.8778583086930123
2011,21720,total,770,2.0068962911303965,1.874534246108985,1.6847661672961045,1.973190125554913
2011,21720,total,780,4.299470441355247,2.2679230858891652,1.715550676006071,3.296204606671426
2011,21720,total,790,1.6536074262251275,1.7403272319544782,1.5224677036041458,2.240837088421161
2011,21720,total,800,1.5082961842857445,1.346124224248114,0.8593238523669348,1.1483702615760858
2011,21720,total,810,1.9838448832475457,2.3444573409087175,1.1969865377849505,1.2393465010757465
2011,21720,total,820,2.0676829839241204,2.225335887110906,1.195088918952497,1.2166675013360142
2011,21720,total,830,2.2535001392302534,2.3338719652745974,1.3005101712516793,1.4218112741945823
2011,21720,total,840,1.9127941623376994,1.7630299941093164,0.8332661600298444,0.9837868411641978
2011,21720,total,850,2.183667172952062,2.403409416798844,1.3402468285353697,1.5146213722519883
2011,21720,total,890,1.5931041146846303,1.5999082890810528,0.7844929997196041,0.949070238262868
2011,21720,total,900,1.9298842299023165,2.0511269751876946,1.1632825616610398,1.1951402034290586
2013,21720,total,240,4.48964518181657,3.4592765971648824,2.6378338526926246,3.4545067423439084
2013,21720,total,250,3.4622960880032583,3.0606492780234427,2.461576706395195,3.13103835462102
2013,21720,total,260,1.4928881601856412,1.3595195767147068,4.3700676788559,6.164119032657891
2013,21720,total,270,1.4435080391851558,1.234971568795409,2.581121065007967,3.533234166930762
2013,21720,total,280,1.9081135992894631,1.4711651544437672,4.77131074735548,6.780441795514619
2013,21720,total,300,1.3531462545683919,1.2629969836593098,5.769032017682667,7.712339438317509
2013,21720,total,310,4.580733506920034,3.7370300571054935,3.2458842472935907,4.517525493763752
2013,21720,total,320,3.6638696019374226,3.2785544138291254,3.5938064593587122,5.863897096341371
2013,21720,total,330,1.9275283907437173,1.5021192623086297,2.172598244762607,2.80209242611357
2013,21720,total,340,3.7447103875748127,2.8518178971320842,1.7430994737103265,2.3545045200214565
2013,21720,total,350,4.882374424436018,3.747255923647404,3.0320656512156843,5.15585087767572
2013,21720,total,360,4.252812030204342,3.779969002945755,2.817983652817593,4.001876287152267
2013,21720,total,370,5.291742203879936,4.331474900028868,2.6425144537798073,3.8493969707729434
2013,21720,total,380,3.5656295151819632,3.058262758518544,4.7171355386778755,7.102134129232719
2013,21720,total,390,3.5654319866011273,3.146907075159421,3.0467474138196784,4.253960984201042
2013,21720,total,410,0.9177326565241712,0.8573834332489395,3.836290748988545,6.338023668871979
2013,21720,total,420,2.3608393439689905,2.314190157890947,4.144477643917501,7.195993784444624
2013,21720,total,430,4.045559573516204,3.735616464884012,4.7813087531618415,7.026293117797007
2013,21720,total,440,6.287013308198744,5.292744044795173,5.497812992300522,8.880001980477477
2013,21720,total,450,0.9076901635758533,0.8538313344170136,4.478310885205517,6.120392544243506
2013,21720,total,460,5.237840640600374,4.581324157935412,6.955305162662705,9.74252260273969
2013,21720,total,470,6.867010883073038,6.11327442300296,8.737134450318164,13.868313266926966
2013,21720,total,480,8.19825507264903,6.821044239350632,5.022631274629942,8.175337442657563
2013,21720,total,490,7.030138886205516,6.457209728839802,7.313270206174866,11.33482679507565
2013,21720,total,500,11.134335257195902,10.150063743277304,6.5589312650064295,10.971403146494861
2013,21720,total,510,7.403987063218665,6.907379832044445,6.057454168362939,9.747004391061722
2013,21720,total,520,8.324235092963242,6.645188139513391,6.599799301619997,9.85051938986757
2013,21720,total,530,4.90452479941347,3.941329066509589,5.478217759532367,9.341055656260165
2013,21720,total,540,7.0758243198524875,6.457827922701728,4.280165088252084,7.503234130677004
2013,21720,total,550,6.670354683700709,5.546497883973532,4.822307319534064,7.418267589409923
2013,21720,total,560,12.656755329961392,8.016193697322894,6.819175231955866,12.523083001107652
2013,21720,total,570,8.564553784475219,7.610199394442222,4.480300346346085,7.098425491825011
2013,21720,total,580,9.189164766044007,7.592916939175255,5.470108573272419,8.857336924721348
2013,21720,total,590,2.4594815725096635,1.9431479141222145,3.3098582369032545,7.018785587663091
2013,21720,total,600,10.071616700350814,7.828950444045252,4.976322360380699,8.690207226343349
2013,21720,total,610,6.686744113816642,5.203557276923026,5.003339070692866,7.427088033394951
2013,21720,total,620,13.310119287049858,11.114440383998886,6.956697388007925,12.111278751550346
2013,21720,total,630,4.761152303553823,4.410861258883203,6.262867858069318,10.111209627663586
2013,21720,total,640,7.896892658209863,7.824733130578445,6.895928220247652,11.853576820987609
2013,21720,total,650,5.5979934383416605,5.382915262716707,5.461203858465485,8.29932462307766
2013,21720,total,660,5.775278890701117,5.3826464240012015,5.187899104748956,8.583506376774217
2013,21720,total,670,6.570127354352959,4.595608896096311,2.387859838769428,4.602307428725833
2013,21720,total,680,6.177495055092404,6.116762118550963,5.138869385176181,8.286346719189929
2013,21720,total,690,12.463940591129624,10.350895385240289,4.967376125707805,7.743575950303959
2013,21720,total,700,7.5520284159693025,6.642181991699881,4.967141417018192,8.262174701469197
2013,21720,total,710,5.201866946714279,3.303566693540692,1.6525392438829536,2.784759732547272
2013,21720,total,720,4.8956959699220235,3.9078586450969626,1.5843375536266033,3.6640353710879117
2013,21720,total,730,3.815470890930368,2.706215164317295,1.7127241494049594,3.51805073752891
2013,21720,total,740,3.0593542404685974,2.8237020472989256,1.3192116479017622,1.9989598292903317
2013,21720,total,750,3.1394496318400837,3.0633128954948643,1.245553977915913,1.6076592772796305
2013,21720,total,760,3.5485878857263593,2.388264853507539,1.0798489109697225,1.754243376847647
2013,21720,total,770,2.579973315589928,2.1424101348728266,1.2140454839169132,2.125297849362257
2013,21720,total,790,2.343121060435771,2.3193623217086374,1.4599197296513162,1.6439009949255183
2013,21720,total,800,2.0994769989717326,2.290430047174749,1.2065997825316321,1.263677447136979
2013,21720,total,810,1.783065049578931,2.0192261603197608,1.558210712171727,1.9710210640954524
2013,21720,total,840,2.147355034748637,2.400433555899502,1.223092712002431,1.3210975341613087
2013,21720,total,850,1.7915538164058566,2.003376025492973,1.3718105551100195,1.5045954921977478
2013,21720,total,880,2.1353440683601916,2.384990421706409,1.1928895108121682,1.2484346873826409
2015,21720,total,230,3.6222779800831204,2.5300522116930413,2.248556565442692,3.4034927933017096
2015,21720,total,270,1.6072516843477211,1.421947706022378,1.289982878793178,1.5650600710577987
2015,21720,total,280,1.7262903739887623,1.3308716016042197,1.3526435378599144,1.660245843343668
2015,21720,total,290,1.2553700093425426,1.3056816122729107,1.1644756430126177,1.1622868489567795
2015,21720,total,310,1.4688495845603398,1.2151694985700492,1.6261532974314037,2.138371391494602
2015,21720,total,320,2.171125975003137,1.6972228756825205,2.2899955089379436,2.8104109739266896
2015,21720,total,340,1.351565503965006,1.1954131449628602,3.575532769094251,4.898758817499031
2015,21720,total,350,3.471715388827988,2.7073608124992043,2.8825429219562855,4.292648797544373
2015,21720,total,360,1.2860680644600697,1.261959310305882,2.59380600472487,4.152874700203963
2015,21720,total,370,2.9001437034202455,2.413508193754875,4.284564602955188,6.127656147287083
2015,21720,total,380,3.6561266321600874,3.523457773460032,3.6424560496420155,5.61264539130186
2015,21720,total,390,5.0326725236611365,4.526077092731943,3.7963454577202795,5.205723978240397
2015,21720,total,400,2.9015524913738773,2.4997094829423583,4.680240315017089,6.875044669491826
2015,21720,total,410,7.502453222761266,5.937723452668712,3.80902346513359,5.735554661905795
2015,21720,total,420,1.9844744051560772,1.9639546577153986,5.697962623263929,9.116892198135917
2015,21720,total,430,4.3679618693258995,3.5587869398595706,4.855328600651942,9.781422350576133
2015,21720,total,440,6.663097633964287,5.504532086453804,5.864487495747404,8.514651210008832
2015,21720,total,450,2.0843559461213745,1.927457867509465,5.984143091853343,9.911484342174923
2015,21720,total,460,0.6772963072853292,0.626003773264349,5.522664944285787,7.668900719895691
2015,21720,total,470,2.3109801691034266,2.043828488075229,5.3374829865263775,7.3514938614691365
2015,21720,total,480,4.7226218939978555,4.190877680533796,5.954004472069578,9.006789547269578
2015,21720,total,490,10.072249900547195,9.753108581752162,6.891020191305355,9.051086250281122
2015,21720,total,500,10.47755800764505,9.518348828522363,6.444173036522205,9.851139375996835
2015,21720,total,510,11.430910708186797,9.44707752697499,7.608092571318213,11.338722622822958
2015,21720,total,520,13.137919175595028,11.486801831711167,7.117344582741225,11.208597287564487
2015,21720,total,530,9.431658370774203,7.307865003480953,6.368710252291048,9.26869873196821
