year,species_code,comp_type,length,ae,ae_al,al,base
1993,21720,female,270,1.1175416311858763,1.1210327982652972,1.198888892965388,1.230955900078102
1993,21720,female,280,1.2335470745028552,1.2186719209788017,1.5811534612306166,1.8379462034315197
1993,21720,female,340,1.0327171240461466,0.9031060829655663,0.9779736139558892,1.3227515741001947
1993,21720,female,370,1.5952037522064828,1.2762071824970636,1.6666666666666667,2.12
1993,21720,female,380,1.6539097182134381,1.4957874076012498,1.4156184283130546,1.6624508494510666
1993,21720,female,390,3.922919227569204,3.067216139660858,2.4210118370128764,3.2381557459711616
1993,21720,female,420,1.8299895522053375,1.7448761711635161,1.6101094252028447,2.090573152441528
1993,21720,female,450,1.1478736392907352,1.054778263183742,1.5991931005461335,2.1777846025405347
1993,21720,female,460,1.507436492390452,1.3860772921259243,1.2420915887117139,1.5809049139365392
1993,21720,female,470,1.6079837293551036,1.5609316252841625,1.3785487913294983,1.7074402842852365
1993,21720,female,480,2.6851885448687756,2.1789829643190917,2.317774432008408,2.9641234974604207
1993,21720,female,490,2.423960184501695,2.063079304690245,1.917656421593877,2.4785122955886236
1993,21720,female,520,3.2530495755850533,2.7969397993213025,2.043126447025505,2.8249633535292227
1993,21720,female,540,1.8285233924362279,1.707732806529268,2.4969296933529304,3.764083535540646
1993,21720,female,560,2.6458500138250822,2.3184200832527506,2.416723799275561,3.489788957506636
1993,21720,female,580,1.7928612473297652,1.590224998910892,1.7884628326335814,2.7220747780015304
1993,21720,female,590,1.5297778294809958,1.447176532330426,2.3828962031274568,3.6569835610152963
1993,21720,female,600,1.3872675051268821,1.2589578816086262,1.7664961051560442,2.6867358885763313
1993,21720,female,610,1.7051159193354006,1.6654717360718776,1.6531717385988811,2.1330177353368662
1993,21720,female,670,1.3281564417858487,1.1359971318610451,2.0636464153123923,2.905019655890002
1993,21720,female,690,2.466335231789239,2.3677574034570448,2.393735744060853,3.765825068001243
1993,21720,female,700,2.962611257461785,2.670671623327974,1.8154545837685718,2.5589394524113276
1993,21720,female,720,2.891957279912122,2.6772168393712508,2.3300280351080103,3.5438659198394973
1993,21720,female,730,3.253527611175481,2.8835203903583575,2.335451033752324,3.4979040534797905
1993,21720,female,750,3.7998622210590565,3.2157559102973017,1.79443222235235,2.6741346423114294
1993,21720,female,760,2.1645470338287556,2.134746458274983,2.137547576251925,4.451074774561742
1993,21720,female,770,1.5056206297035426,1.4975520389486228,5.735528952280639,7.115170646929002
1993,21720,female,800,1.8677542130655531,1.7898436306043866,1.3056022059744095,1.6588048783705271
1993,21720,male,260,2.07329959535472,1.7797865033288984,2.3658748635579046,2.5014188055102156
1993,21720,male,270,1.4473955030883356,1.2087829598173172,1.1878428909245407,1.3849778847734437
1993,21720,male,280,1.4640054721159457,1.3496049540999573,1.3744019791240678,1.4072076938603302
1993,21720,male,290,1.366838193355409,1.2327927119112265,4.036664034396168,4.165974692636872
1993,21720,male,330,1.1669617997294295,0.9938174960893456,2.2976279119242635,2.2175890826383626
1993,21720,male,340,1.0909220004012792,0.9118665045153298,1.0090066801430666,1.4039997309082963
1993,21720,male,370,1.0774832509452545,0.9901323098688716,1.022533475433904,1.3695805746080714
1993,21720,male,380,1.9930571582940142,1.93234421766932,1.5734239990460792,1.9758942776114405
1993,21720,male,390,1.2094185150962415,1.2467839547996684,1.216685074853235,1.2994708019103973
1993,21720,male,410,0.9617036167809114,0.8610334893637844,2.985170603082472,3.9024390243902443
1993,21720,male,420,0.9119858684566104,0.8411311607400506,0.9833296253698477,1.3174870473191316
1993,21720,male,430,2.4110495338484124,2.3078688025431706,2.3209869095735054,3.6142712270673925
1993,21720,male,440,1.0876571814707585,1.0613161956153017,1.0610100740703612,1.475152122910658
1993,21720,male,450,1.6531190443566197,1.3669382560314418,1.5086931156086312,2.0341651721130267
1993,21720,male,460,1.862202803105073,1.6953207653474018,1.5341427822097695,1.8789119442895181
1993,21720,male,470,2.530201074272032,2.604828675648077,2.368801862509624,3.916058656288686
1993,21720,male,480,3.2387137259887364,2.5992302850367963,2.4076711171721077,3.4695748178547965
1993,21720,male,490,1.3090118852950714,1.2506448954565763,1.2165373834590067,1.3766798161163416
1993,21720,male,510,1.6944980183559644,1.6506527125852735,3.355343089812891,4.011125477902531
1993,21720,male,520,1.4359582757542269,1.4589347481832298,1.2442188919923423,1.6729237339581235
1993,21720,male,530,2.7595482231721302,2.5176618170578298,2.0067733405004367,2.793976031543553
1993,21720,male,540,2.7563702907067382,2.4015516868507834,2.3293197553398413,3.460118417098252
1993,21720,male,550,1.7398043869115727,1.4998235210935755,2.149068662447062,2.678666594938115
1993,21720,male,560,1.447424398426734,1.322585112201254,1.481785898024973,1.9779482216461326
